업체코드,종목코드,종목명,업체명,법인번호,사업자번호,설립일,상장일,상장폐지일,시장구분,결산월,기업규모,주식업종,소속기업집단,NICS산업분류,표준산업대분류,표준산업중분류,코스피구분,상폐사유,상폐사유요약,연도,01_총자본증가율,02_영업이익증가율,03_순이익증가율,04_자기자본증가율,05_매출액증가율,06_종업원수증가율,07_매출액총이익율,08_매출액영업이익율,09_매출액순이익율,10_총자산영업이익율,11_총자산순이익율,12_자기자본영업이익율,13_자기자본순이익율,14_금융비용부담율,15_수지비율,16_사내유보대자기자본비율,17_총자본회전율,18_자기자본회전율,19_타인자본회전율,20_유동자산회전율,21_당좌자산회전율,22_재고자산회전율,23_매출채권회전율,24_순운전자본회전율,26_종업원1인당부가가치,27_노동장비율,28_기계장비율,29_자본집약도,30_총자본투자효율,31_설비투자효율,32_1주당매출액,33_주당순이익,34_주당현금흐름,35_주당순자산가치,36_유보율,37_자기자본구성비율,38_유동비율,39_당좌비율,40_현금비율,41_재고자산대순운전자본비율,42_매출채권대매입채무비율,43_부채비율,44_이자보상비율,45_Cashflow대부채비율,46_Cashflow대차입금비율,47_Cashflow대총자본비율,48_Cashflow대매출액비율,49_기계투자효율,50_부가가치율,51_노동소득분배율,52_자산총계
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2015,1.6666332,2.8299771,7.377547,166.66,0.8022433,0.1898734,,,,0.1314617,0.1667084,0.1825799,,,,,,1.07,2.7491444,,,8.87,4.53,,,,,"651,442.36",,,,629.3180247,,3529.0795206,,,180.16,150.01,,,,37.54,4.94,,,,,,,29.38,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2016,0.3611937,1.3868359,0.3029913,36.12,0.9128857,0.0957447,,,,0.1890776,0.1308932,0.2537746,,,,,,1.19,3.4800942,,,14.44,3.94,,,,,"986,616.81",,,,685.0148965,,4413.7034623,,,196.46,173.4,,,,31.78,19.28,,,,,,,21.46,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2017,0.273638,0.1110809,0.0499446,27.36,0.0665006,0.0970874,,,,0.1499304,0.0980815,0.2151217,,,,,,0.97,2.2283646,,,27.25,2.3,,,,,"1,260,095.53",,,,685.6405552,,5385.0808874,,,148.35,144.34,,,,52.67,11.57,,,,,,,19.63,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2018,-0.007286,-1.4241578,-1.9807924,-.73,-0.6717723,-0.3362832,,,,-0.0560196,-0.0847398,-0.0817414,,,,,,0.28,0.6204848,,,5.15,0.62,,,,,"2,155,249.86",,,,-448.043067,,1266.1549546,,,300.02,251.88,,,,39.11,-3.52,,,,,,,-84.47,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2019,-0.6485879,-6.7425128,-5.26671,-64.86,-0.6245461,-0.6266667,,,,-0.5786739,-0.7084984,-0.940063,,,,,,0.16,0.2544137,,,1.77,0.2,,,,,"4,327,020.86",,,,-869.8105253,,342.0526434,,,183.49,173.61,,,,128.87,-25.16,,,,,,,,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N161606,A114570,지스마트글로벌,지스마트글로벌(주),200111-0116941,126-81-47081,2000-05-26,2010-02-04,2022-02-23,일반,12.0,중소기업,,,N25504.전문소매,G00000.도매 및 소매업(45~47),G46000.도매 및 상품 중개업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),감사의견거절,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2014,0.1484027,1.0582649,0.3776226,14.84,-0.1173958,,4.24,0.28,-4.97,0.0025164,-0.0443406,0.0330321,-58.21,4.14,106.78,1.05,.89,11.71,0.9656386,,,32.97,12.96,-2.29,,,,"5,471,208.99",,,43951.6256893,-2322.6598011,,3854.2394434,7.32,9.13,33.18,29.36,10.82,,64.38,995.16,.07,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2015,0.007357,0.5373714,1.0071837,.74,-0.091755,-0.1186033,4.35,0.48,0.04,0.0046345,0.0003816,0.0473274,0.39,4.33,102.6,0.99,0.97,9.91,1.0760145,,,49.73,15.07,-2.41,,,,"5,283,030.04",,,31406.4705294,-98.8562078,,3989.6858914,6.,10.55,25.53,22.65,5.92,,52.64,847.77,.11,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF00040,A117930,한진해운,(주)한진해운,110111-4231835,107-87-28386,2009-12-02,2009-12-29,2017-03-07,폐업,12.0,중견기업,,,N20303.해운회사,H00000.운수 및 창고업(49~52),H50000.수상 운송업,코스피,해산 사유 발생,해산사유발생,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,-0.0239828,1.4292015,1.3257421,-2.4,-0.0860835,-0.0210526,20.07,3.33,2.6,0.0192615,0.015047,0.037368,2.92,1.85,98.43,57.05,.58,1.12,1.1948446,,,3.28,6.07,3.14,,,,"387,698.25",,,4607.6421195,124.232381,537.3740401,5213.035142,942.1,51.55,168.29,102.91,66.18,95.75,742.34,94.,1.79,,,,,,,62.17,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2015,0.4443175,2.3347467,2.2108587,44.43,0.2367928,0.0860215,27.61,8.97,6.75,0.0579738,0.0436065,0.1019614,7.67,1.21,91.64,58.56,0.65,1.14,1.4980594,,,3.57,6.86,3.13,,,,"380,394.51",,,5691.7409662,398.387423,494.6241406,6383.7178536,"1,160.75",61.23,184.74,115.05,74.38,82.24,913.15,63.32,7.42,,,,,,,58.46,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2016,-0.1609409,-0.4705495,-5.6713013,-16.09,0.0090422,0.1089109,,,,0.0265644,-0.176292,0.0496776,,,,,,1.06,1.2130454,,,3.48,6.24,,,,,"396,325.22",,,1156.1501939,-363.7737885,70.753536,1020.4641261,,,154.49,116.25,,,,115.24,.77,,,,,,,239.42,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2017,-0.140303,-5.1980627,-0.6509244,-14.03,-0.3921348,-0.1428571,,,,-0.1244631,-0.3248265,-0.2457933,,,,,,0.76,0.7756686,,,2.42,4.06,,,,,"416,982.53",,,619.9533213,-529.324894,-41.4858211,635.6732288,,,231.52,162.52,,,,76.83,-3.97,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2018,-0.100406,-0.1817415,0.4549484,-10.04,-0.1366938,-0.03125,,,,-0.1808841,-0.2177341,-0.3307718,,,,,,0.74,0.8970978,,,2.22,4.24,,,,,"353,340.9",,,389.7758377,-209.74515,-108.2601483,481.4557741,,,69.94,24.2,,,,89.57,-13.81,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088044,A122800,썬텍,(주)썬테크놀로지스,134811-0067844,124-81-94346,2002-02-06,2010-11-26,2020-02-12,일반,12.0,중소기업,,,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2014,-0.2429938,0.0362864,-0.1354137,-24.3,-0.03604,-0.4148936,-37.75,-51.37,-56.15,-0.1644858,-0.1797858,-0.3324357,-36.34,8.85,163.39,46.53,.32,0.65,0.6338174,,,2.86,3.57,-5.56,,,,"1,441,083.86",,,5028.2876926,-3276.1449996,-792.7811463,8863.0892666,"1,672.62",46.8,62.,40.54,15.83,,366.46,113.67,-5.8,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2015,-0.1288362,0.779481,-0.0551831,-12.88,-0.3824232,-0.4545455,-4.69,-18.34,-95.93,-0.0438726,-0.2294573,-0.0909318,-47.56,12.27,174.08,52.09,0.24,0.5,0.4621861,,,1.47,3.45,-1.6,,,,"2,294,578.21",,,3073.3370336,-3340.1672905,-357.7414556,7993.9143365,"1,498.78",50.02,77.89,25.42,8.42,,350.73,99.9,-1.49,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2016,-0.8189222,-3.9568069,-0.5899151,-81.89,-0.560161,-0.1833333,,,,-0.3195007,-0.5359851,-0.819693,,,,,,0.4,0.2532974,,,.81,2.72,,,,,"1,890,444.98",,,1345.8263973,-5386.5742434,-35.3334166,2557.8585333,,,43.06,28.11,,,,469.41,-10.48,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2017,1.0517501,1.1763866,0.7099324,105.18,0.0851905,0.0408163,,,,0.0836163,-0.2306776,0.3090161,,,,,,0.92,0.3411958,,,2.25,2.65,,,,,"1,109,017.55",,,929.8415349,-769.1970051,-214.4417288,1763.4529889,,,114.6,94.13,,,,172.16,1.84,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2018,-0.9232789,-1.5512316,-1.0474137,-92.33,-0.2312874,-0.1764706,,,,-0.0526068,-0.5390484,-0.2353079,,,,,,0.98,0.2812239,,,3.61,2.3,,,,,"1,366,326.27",,,462.3350141,-1001.9508349,-117.1700053,857.2950922,,,37.84,37.17,,,,"2,630.01",-1.43,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N162459,A123260,파인넥스,(주)파인넥스,110111-2015273,214-86-63520,2000-07-03,2011-12-05,2020-04-10,폐업,12.0,중소기업,,파인넥스,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",공시서류미제출,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N158730,A126870,뉴로스,(주)앤에스,160111-0098073,305-81-37658,2000-05-09,2012-02-15,2022-10-26,외감,12.0,중소기업,,뉴로스,N20106.기계,C00000.제조업(10~34),C29000.기타 기계 및 장비 제조업,코스닥,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),감사의견거절,2014,0.1059956,-1.0115412,-0.8958731,10.6,-0.0529857,0.0357143,43.76,-0.16,0.87,-0.0007562,0.0041516,-0.0014937,.82,3.33,99.29,45.15,.48,0.94,0.967242,0.0,91.4892226,2.52,1.21,2.,,"137,773,140.","2,945,850.","612,227.8",7.06,31.37,6458.2406585,56.139418,-1639.2978578,6944.8314897,"1,288.97",48.65,148.32,104.57,15.19,90.55,546.33,105.55,-.05,-4.19,-5.03,-2.06,-4.92,"1,467.06",15.77,85.89,"66,417,390,000."
